"EmriKandidatit","Data","NrLike","NrReaction","NrKomenteve","NrShare","nrPosteve","Partia","Komuna"
"fatmirgashipeje","2017-10-18","1568","1572","26","86","8","AAK","Peja"
"FatmirRashitiVoto54","2017-10-18","354","354","3","23","3","KP","Shtime"
"FatonTopalli2017","2017-10-18","762","788","37","63","4","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"feritidrizii","2017-10-18","1331","1337","16","33","3","PDK","Vushtrri"
"gazmuhaxheri","2017-10-18","313","318","13","6","2","LDK","Peja"
"gradonacelnikjablanovic","2017-10-18","177","179","3","60","2","PKS","Leposaviq"
"HajrushKurtajOfficial","2017-10-18","104","104","0","0","3","AAK","KaÃ§anik"
"hazirilutfi","2017-10-18","970","986","59","17","1","LDK","Gjilan"
"imri.ahmeti","2017-10-18","718","720","12","29","2","LDK","Lipjan"
"KryetarFehmiFerati","2017-10-18","33","33","1","1","1","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"KTAP.KOSOVA","2017-10-18","70","70","1","14","3","KTAP","Mamusha"
"LirakCelaj.ks","2017-10-18","1179","1196","21","29","4","PDK","Prishtina"
"lulzimkabashi.ak","2017-10-18","626","630","13","13","1","AAK","Prizren"
"LvvKacanik","2017-10-18","400","409","3","7","5","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LVVKline","2017-10-18","168","168","3","6","4","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"mhaskukaa","2017-10-18","2445","2570","39","50","7","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-10-18","3257","3276","45","43","10","ALT","Gjakova"
"muharremsvarqazyrtare","2017-10-18","4529","4551","77","217","10","LDK","Ferizaj"
"oliverivanovickos","2017-10-18","188","190","7","11","2","IQ","Mitrovica Veriore"
"pdkdegaviti","2017-10-18","182","183","0","4","4","PDK","Viti"
"pdkmalisheva","2017-10-18","206","207","6","10","2","PDK","MalishevÃ«"
"pdknaimismajli","2017-10-18","913","913","3","30","2","PDK","Shtime"
"ProfDrBeqirSadikaj","2017-10-18","766","766","10","26","2","PDK","Istog"
"QendronKastrati10","2017-10-18","935","962","14","46","3","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"RamadanHotii","2017-10-18","861","864","17","44","4","PDK","Gjakova"
"ramizlladrovci","2017-10-18","1131","1131","17","16","4","PDK","Drenas"
"RexhepKadriu.rks","2017-10-18","622","624","13","6","10","AAK","Gjilan"
"sabihashalaofficial","2017-10-18","1696","1708","12","77","8","PDK","Peja"
"safetkamberipermitrovicen","2017-10-18","1454","1462","16","89","4","LDK","Mitrovica"
"SamiKurteshi13","2017-10-18","102","102","2","0","1","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"SelatinRetkoceriVV","2017-10-18","81","81","4","5","4","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"selimpacolliofficial","2017-10-18","12811","13256","1169","911","3","AKR","Prishtina"
"selimshabanldk47","2017-10-18","339","339","14","32","2","LDK","Shtime"
"shaqirtotaj","2017-10-18","2024","2052","67","60","5","PDK","Prizren"
"ShkelqimMJakupi","2017-10-18","246","246","1","18","3","LDK","KaÃ§anik"
"ShpendAhmetii","2017-10-18","4962","5117","146","136","5","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"SmajlLatifi50","2017-10-18","67","67","0","27","1","AAK","Rahovec"
"sokolihaliti.official","2017-10-18","1211","1211","28","42","7","LDK","Viti"
"validrizi","2017-10-18","2544","2564","34","42","12","PDK","Mitrovica"
"vetevendosjekastriot","2017-10-18","168","168","2","1","4","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"vllahiuarber","2017-10-18","365","369","4","15","3","AAK","Prishtina"
"voto47","2017-10-18","256","258","5","20","2","LDK","Rahovec"
"VVMalisheva","2017-10-18","135","141","4","9","5","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"XhaferGashiPerObiliq","2017-10-18","817","823","31","69","3","AAK","Obiliq"
"xhafertahiriofficial","2017-10-18","1327","1330","12","38","10","LDK","Vushtrri"
"XhavitZariqiOfficial","2017-10-18","45","45","0","0","1","AAK","Ferizaj"
"xhemajlajisa","2017-10-18","204","205","1","3","10","NISMA","Drenas"
"ZenunPajazitiOfficial","2017-10-18","365","365","2","4","2","PDK","Gjilan"
"101664896548627","2017-10-18","0","0","0","0","0","LDK","Obiliq"
"aaksuharekeofficial","2017-10-18","0","0","0","0","0","AAK","SuharekÃ«"
"salihsalihu19","2017-10-18","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-10-18","0","0","0","0","0","LDK","DeÃ§an"
"130664660988134","2017-10-18","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-10-18","0","0","0","0","0","LDK","KlinÃ«"
"zekesinanajdecan","2017-10-18","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1914605832085405","2017-10-18","0","0","0","0","0","SL","Partesh"
"222542211233814","2017-10-18","0","0","0","0","0","AAK","Junik"
"Zenunelezaj1963","2017-10-18","0","0","0","0","0","AAK","KlinÃ«"
"BurimBerishaOfficial","2017-10-18","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-10-18","0","0","0","0","0","LDK","Junik"
"IsmetHajrullahuPDK","2017-10-18","0","0","0","0","0","PDK","Lipjan"
"910656602314125","2017-10-18","0","0","0","0","0","LDK","Sharr"
"101664896548627","2017-10-17","399","407","16","20","1","LDK","Obiliq"
"1471112073125298","2017-10-17","183","183","16","10","2","AKR","Skenderaj"
"1555763194717660","2017-10-17","3981","3991","109","139","8","AAK","Istog"
"1891305244219623","2017-10-17","1199","1201","19","14","6","AAK","DeÃ§an"
"1914605832085405","2017-10-17","56","56","0","3","1","SL","Partesh"
"1934481086825941","2017-10-17","323","329","5","33","3","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"1940058396319659","2017-10-17","62","62","0","0","3","PDK","Obiliq"
"310775596061589","2017-10-17","275","280","8","21","2","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"491857897815166","2017-10-17","1688","1689","20","87","5","PDK","PodujevÃ«"
"505468136208097","2017-10-17","659","662","13","9","3","LDK","Istog"
"533546846720711","2017-10-17","21","21","0","0","1","NISMA","MalishevÃ«"
"abrashiarban","2017-10-17","6728","6754","102","51","9","LDK","Prishtina"
"Agim.Bahtirii","2017-10-17","411","415","6","30","1","AKR","Mitrovica"
"AgimAliuPDK94","2017-10-17","3229","3240","21","94","3","PDK","Ferizaj"
"AgimVeliu","2017-10-17","4572","4582","93","200","8","LDK","PodujevÃ«"
"Agron.Avdijaj10","2017-10-17","130","133","3","37","1","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"AjetPotera2017","2017-10-17","816","837","30","34","3","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"ardiangjiniaak","2017-10-17","1187","1190","34","23","5","AAK","Gjakova"
"BashotaSokol","2017-10-17","280","281","5","6","1","PDK","KlinÃ«"
"BekimHamezJashari","2017-10-17","1018","1020","3","22","3","KP","Skenderaj"
"besimhotikline","2017-10-17","461","461","3","18","3","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-10-17","258","258","5","7","3","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-10-17","871","874","9","55","5","PDK","SuharekÃ«"
"bnurboja","2017-10-17","69","69","0","7","1","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"BurimBerishaOfficial","2017-10-17","101","101","4","6","1","LDK","FushÃ« KosovÃ«"
"CaushiDriton","2017-10-17","838","859","13","9","3","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"Dr.IdrizVehapi","2017-10-17","117","117","0","1","1","PDK","Rahovec"
"DrHatimBaxhaku","2017-10-17","365","366","1","3","2","LDK","Prizren"
"fatmirgashipeje","2017-10-17","1318","1322","24","34","7","AAK","Peja"
"FatmirRashitiVoto54","2017-10-17","1089","1089","21","110","4","KP","Shtime"
"FatonTopalli2017","2017-10-17","2197","2256","84","103","4","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"feritidrizii","2017-10-17","356","358","5","12","1","PDK","Vushtrri"
"gazmuhaxheri","2017-10-17","1425","1436","42","67","2","LDK","Peja"
"gradonacelnikjablanovic","2017-10-17","39","42","0","23","2","PKS","Leposaviq"
"HajrushKurtajOfficial","2017-10-17","110","110","3","0","2","AAK","KaÃ§anik"
"hazirilutfi","2017-10-17","5222","5276","260","263","6","LDK","Gjilan"
"imri.ahmeti","2017-10-17","4333","4362","146","132","3","LDK","Lipjan"
"IsmetHajrullahuPDK","2017-10-17","1715","1722","18","37","2","PDK","Lipjan"
"KryetarFehmiFerati","2017-10-17","128","129","1","13","1","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"LirakCelaj.ks","2017-10-17","1484","1494","6","22","2","PDK","Prishtina"
"LvvKacanik","2017-10-17","316","332","12","5","7","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LVVKline","2017-10-17","98","100","3","9","2","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"mal.lokaj1","2017-10-17","32","32","0","14","1","LDK","DeÃ§an"
"mhaskukaa","2017-10-17","1411","1473","38","48","6","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-10-17","3608","3631","99","153","7","ALT","Gjakova"
"muharremsvarqazyrtare","2017-10-17","853","854","28","85","5","LDK","Ferizaj"
"oliverivanovickos","2017-10-17","355","367","7","34","8","IQ","Mitrovica Veriore"
"pdkdegaviti","2017-10-17","220","220","1","7","4","PDK","Viti"
"pdkmalisheva","2017-10-17","301","301","34","14","3","PDK","MalishevÃ«"
"pdknaimismajli","2017-10-17","823","823","6","27","4","PDK","Shtime"
"ProfDrBeqirSadikaj","2017-10-17","65","65","3","11","1","PDK","Istog"
"QendronKastrati10","2017-10-17","2482","2565","34","102","5","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"RamadanHotii","2017-10-17","189","190","3","5","1","PDK","Gjakova"
"ramizlladrovci","2017-10-17","474","474","3","6","2","PDK","Drenas"
"RexhepKadriu.rks","2017-10-17","531","531","7","10","6","AAK","Gjilan"
"sabihashalaofficial","2017-10-17","2025","2042","34","65","5","PDK","Peja"
"safetkamberipermitrovicen","2017-10-17","790","795","8","31","4","LDK","Mitrovica"
"salihsalihu19","2017-10-17","242","246","8","45","1","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"SamiKurteshi13","2017-10-17","690","703","12","24","5","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"SelatinRetkoceriVV","2017-10-17","142","142","6","7","4","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"selimpacolliofficial","2017-10-17","1282","1291","14","29","1","AKR","Prishtina"
"selimshabanldk47","2017-10-17","298","298","12","19","2","LDK","Shtime"
"shaqirtotaj","2017-10-17","2340","2378","93","55","6","PDK","Prizren"
"ShkelqimMJakupi","2017-10-17","193","194","3","8","2","LDK","KaÃ§anik"
"ShpendAhmetii","2017-10-17","8317","8551","381","333","9","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"SmajlLatifi50","2017-10-17","1021","1026","7","27","7","AAK","Rahovec"
"sokolihaliti.official","2017-10-17","621","622","4","12","5","LDK","Viti"
"validrizi","2017-10-17","1358","1364","24","60","5","PDK","Mitrovica"
"vetevendosjekastriot","2017-10-17","113","113","0","14","4","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"vllahiuarber","2017-10-17","590","591","5","15","3","AAK","Prishtina"
"voto47","2017-10-17","518","522","8","57","6","LDK","Rahovec"
"VVMalisheva","2017-10-17","109","110","4","1","5","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"XhaferGashiPerObiliq","2017-10-17","238","238","1","0","2","AAK","Obiliq"
"xhafertahiriofficial","2017-10-17","857","857","31","19","3","LDK","Vushtrri"
"XhavitZariqiOfficial","2017-10-17","127","127","2","7","2","AAK","Ferizaj"
"xhemajlajisa","2017-10-17","231","231","2","8","10","NISMA","Drenas"
"zekesinanajdecan","2017-10-17","403","422","15","15","2","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"Zenunelezaj1963","2017-10-17","600","601","8","50","2","AAK","KlinÃ«"
"ZenunPajazitiOfficial","2017-10-17","144","144","0","1","1","PDK","Gjilan"
"lulzimkabashi.ak","2017-10-17","0","0","0","0","0","AAK","Prizren"
"aaksuharekeofficial","2017-10-17","0","0","0","0","0","AAK","SuharekÃ«"
"130664660988134","2017-10-17","0","0","0","0","0","SL","Mitrovica Veriore"
"222542211233814","2017-10-17","0","0","0","0","0","AAK","Junik"
"asllanajsali","2017-10-17","0","0","0","0","0","LDK","SuharekÃ«"
"KTAP.KOSOVA","2017-10-17","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-10-17","0","0","0","0","0","PDK","KaÃ§anik"
"548957518774900","2017-10-17","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-10-17","0","0","0","0","0","LDK","Junik"
"910656602314125","2017-10-17","0","0","0","0","0","LDK","Sharr"
"1555763194717660","2017-10-16","620","621","10","18","2","AAK","Istog"
"1891305244219623","2017-10-16","1038","1040","23","18","7","AAK","DeÃ§an"
"1914605832085405","2017-10-16","100","100","1","18","1","SL","Partesh"
"1934481086825941","2017-10-16","1393","1447","94","236","3","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"1940058396319659","2017-10-16","85","85","0","0","2","PDK","Obiliq"
"222542211233814","2017-10-16","70","70","0","7","1","AAK","Junik"
"310775596061589","2017-10-16","313","316","12","19","2","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"491857897815166","2017-10-16","1150","1152","14","44","3","PDK","PodujevÃ«"
"505468136208097","2017-10-16","520","525","9","8","3","LDK","Istog"
"548957518774900","2017-10-16","113","113","5","2","3","PDK","FushÃ« KosovÃ«"
"abrashiarban","2017-10-16","8065","8105","174","128","12","LDK","Prishtina"
"Agim.Bahtirii","2017-10-16","811","820","34","43","4","AKR","Mitrovica"
"AgimAliuPDK94","2017-10-16","7175","7209","111","269","8","PDK","Ferizaj"
"AgimVeliu","2017-10-16","3601","3642","205","315","3","LDK","PodujevÃ«"
"Agron.Avdijaj10","2017-10-16","203","206","1","47","2","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"AjetPotera2017","2017-10-16","5731","5874","128","125","7","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"ardiangjiniaak","2017-10-16","745","748","28","14","4","AAK","Gjakova"
"BashotaSokol","2017-10-16","570","571","5","6","3","PDK","KlinÃ«"
"BekimHamezJashari","2017-10-16","914","914","0","12","3","KP","Skenderaj"
"besimhotikline","2017-10-16","84","84","0","0","1","LDK","KlinÃ«"
"BesimIlaziPDK","2017-10-16","459","460","8","9","1","PDK","KaÃ§anik"
"BlerandKadrijajofficial","2017-10-16","377","378","4","24","4","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-10-16","974","977","11","69","6","PDK","SuharekÃ«"
"bnurboja","2017-10-16","183","188","5","6","3","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"CaushiDriton","2017-10-16","1238","1264","72","48","3","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"Dr.IdrizVehapi","2017-10-16","135","136","0","2","1","PDK","Rahovec"
"DrHatimBaxhaku","2017-10-16","3130","3139","36","144","8","LDK","Prizren"
"fatmirgashipeje","2017-10-16","795","797","3","27","4","AAK","Peja"
"FatmirRashitiVoto54","2017-10-16","720","720","4","42","6","KP","Shtime"
"FatonTopalli2017","2017-10-16","1560","1582","26","73","7","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"gazmuhaxheri","2017-10-16","1204","1213","15","12","2","LDK","Peja"
"gradonacelnikjablanovic","2017-10-16","40","40","0","0","2","PKS","Leposaviq"
"HajrushKurtajOfficial","2017-10-16","147","147","1","0","3","AAK","KaÃ§anik"
"hazirilutfi","2017-10-16","1874","1876","9","18","7","LDK","Gjilan"
"imri.ahmeti","2017-10-16","1127","1129","11","57","3","LDK","Lipjan"
"IsmetHajrullahuPDK","2017-10-16","781","785","6","5","3","PDK","Lipjan"
"KryetarFehmiFerati","2017-10-16","1377","1413","41","125","4","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"KTAP.KOSOVA","2017-10-16","107","109","1","15","5","KTAP","Mamusha"
"LirakCelaj.ks","2017-10-16","270","270","5","9","2","PDK","Prishtina"
"lulzimkabashi.ak","2017-10-16","884","900","18","42","1","AAK","Prizren"
"LvvKacanik","2017-10-16","510","515","10","29","7","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LVVKline","2017-10-16","74","74","1","1","2","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"mal.lokaj1","2017-10-16","45","45","1","3","1","LDK","DeÃ§an"
"mhaskukaa","2017-10-16","3517","3671","70","133","15","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-10-16","2865","3032","632","76","5","ALT","Gjakova"
"muharremsvarqazyrtare","2017-10-16","1831","1869","56","305","3","LDK","Ferizaj"
"oliverivanovickos","2017-10-16","258","261","10","44","3","IQ","Mitrovica Veriore"
"pdkdegaviti","2017-10-16","269","269","0","15","6","PDK","Viti"
"pdknaimismajli","2017-10-16","917","917","6","41","3","PDK","Shtime"
"ProfDrBeqirSadikaj","2017-10-16","436","436","6","24","1","PDK","Istog"
"QendronKastrati10","2017-10-16","344","358","4","4","1","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"RamadanHotii","2017-10-16","1237","1239","27","4","6","PDK","Gjakova"
"ramizlladrovci","2017-10-16","822","823","10","8","4","PDK","Drenas"
"RexhepKadriu.rks","2017-10-16","521","522","6","5","3","AAK","Gjilan"
"sabihashalaofficial","2017-10-16","2294","2300","45","123","8","PDK","Peja"
"safetkamberipermitrovicen","2017-10-16","1093","1101","30","141","3","LDK","Mitrovica"
"SamiKurteshi13","2017-10-16","156","158","2","0","1","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"SelatinRetkoceriVV","2017-10-16","81","81","5","5","3","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"selimpacolliofficial","2017-10-16","4383","4404","45","97","2","AKR","Prishtina"
"selimshabanldk47","2017-10-16","71","71","0","0","1","LDK","Shtime"
"shaqirtotaj","2017-10-16","2064","2095","166","98","7","PDK","Prizren"
"ShkelqimMJakupi","2017-10-16","431","431","18","12","4","LDK","KaÃ§anik"
"ShpendAhmetii","2017-10-16","5438","5592","227","186","6","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"SmajlLatifi50","2017-10-16","355","355","4","10","4","AAK","Rahovec"
"sokolihaliti.official","2017-10-16","237","237","3","6","2","LDK","Viti"
"validrizi","2017-10-16","695","697","9","9","5","PDK","Mitrovica"
"vetevendosjekastriot","2017-10-16","98","98","3","4","2","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"vllahiuarber","2017-10-16","1719","1733","24","23","5","AAK","Prishtina"
"voto47","2017-10-16","320","326","0","46","7","LDK","Rahovec"
"VVMalisheva","2017-10-16","230","236","9","22","6","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"XhaferGashiPerObiliq","2017-10-16","771","771","4","17","6","AAK","Obiliq"
"xhafertahiriofficial","2017-10-16","232","233","11","17","3","LDK","Vushtrri"
"XhavitZariqiOfficial","2017-10-16","98","98","0","3","2","AAK","Ferizaj"
"xhemajlajisa","2017-10-16","269","269","0","4","13","NISMA","Drenas"
"Zenunelezaj1963","2017-10-16","171","172","3","6","1","AAK","KlinÃ«"
"ZenunPajazitiOfficial","2017-10-16","129","129","0","0","1","PDK","Gjilan"
"101664896548627","2017-10-16","0","0","0","0","0","LDK","Obiliq"
"aaksuharekeofficial","2017-10-16","0","0","0","0","0","AAK","SuharekÃ«"
"salihsalihu19","2017-10-16","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"130664660988134","2017-10-16","0","0","0","0","0","SL","Mitrovica Veriore"
"zekesinanajdecan","2017-10-16","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-10-16","0","0","0","0","0","AKR","Skenderaj"
"feritidrizii","2017-10-16","0","0","0","0","0","PDK","Vushtrri"
"asllanajsali","2017-10-16","0","0","0","0","0","LDK","SuharekÃ«"
"pdkmalisheva","2017-10-16","0","0","0","0","0","PDK","MalishevÃ«"
"BurimBerishaOfficial","2017-10-16","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"533546846720711","2017-10-16","0","0","0","0","0","NISMA","MalishevÃ«"
"ldkjunikfaqjazyrtare","2017-10-16","0","0","0","0","0","LDK","Junik"
"910656602314125","2017-10-16","0","0","0","0","0","LDK","Sharr"
"101664896548627","2017-10-15","0","0","0","0","0","LDK","Obiliq"
"lulzimkabashi.ak","2017-10-15","0","0","0","0","0","AAK","Prizren"
"vllahiuarber","2017-10-15","0","0","0","0","0","AAK","Prishtina"
"aaksuharekeofficial","2017-10-15","0","0","0","0","0","AAK","SuharekÃ«"
"vetevendosjekastriot","2017-10-15","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-10-15","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-10-15","0","0","0","0","0","LDK","DeÃ§an"
"shaqirtotaj","2017-10-15","0","0","0","0","0","PDK","Prizren"
"130664660988134","2017-10-15","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-10-15","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-10-15","0","0","0","0","0","PDK","DeÃ§an"
"validrizi","2017-10-15","0","0","0","0","0","PDK","Mitrovica"
"BlerimiperSuhareke","2017-10-15","0","0","0","0","0","PDK","SuharekÃ«"
"BashotaSokol","2017-10-15","0","0","0","0","0","PDK","KlinÃ«"
"fatmirgashipeje","2017-10-15","0","0","0","0","0","AAK","Peja"
"LvvKacanik","2017-10-15","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LirakCelaj.ks","2017-10-15","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-10-15","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-10-15","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-10-15","0","0","0","0","0","AAK","Ferizaj"
"mimozakusari","2017-10-15","0","0","0","0","0","ALT","Gjakova"
"1555763194717660","2017-10-15","0","0","0","0","0","AAK","Istog"
"CaushiDriton","2017-10-15","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"imri.ahmeti","2017-10-15","0","0","0","0","0","LDK","Lipjan"
"sabihashalaofficial","2017-10-15","0","0","0","0","0","PDK","Peja"
